record_id,date,region,sales_channel,customer_segment,product_category,revenue,units_sold,cost_of_goods,marketing_spend,customer_acquisition_cost,profit_margin,return_rate
10473,2020-02-25,West,Online,Regular,Books,6467.88,17,2340.1,372.61,81.43,0.165,0.013
10474,2021-01-08,West,In-Store,Premium,Clothing,1460.74,84,1970.77,414.0,49.45,0.115,0.092
10475,2020-04-07,North,Phone,Premium,Garden,1235.45,94,545.84,160.11,195.35,0.128,0.114
10476,2022-11-19,North,Mobile App,Premium,Electronics,4938.08,51,3415.92,666.18,158.03,0.106,0.003
10477,2023-05-22,Central,Online,Regular,Food,6009.98,70,1567.95,220.56,43.7,0.121,0.058
10478,2021-01-20,West,Mobile App,Regular,Sports,3184.13,15,538.27,68.47,110.69,0.33,0.123
10479,2022-09-01,East,Mobile App,Regular,Automotive,4723.05,22,1577.76,983.33,193.77,0.365,0.009
10480,2023-05-05,West,Phone,Regular,Garden,8106.82,28,3022.36,155.12,36.81,0.224,0.145
10481,2022-08-04,Central,Phone,Basic,Electronics,3366.18,65,3187.86,955.41,68.46,0.154,0.082
10482,2022-03-24,West,Phone,Regular,Electronics,5419.53,47,3871.62,83.14,159.33,0.178,0.131
10483,2020-12-16,South,Mobile App,Premium,Beauty,3683.25,83,1419.13,112.32,90.94,0.108,0.091
10484,2023-05-08,West,In-Store,Premium,Clothing,9691.24,5,1628.79,686.97,16.55,0.166,0.061
10485,2020-09-20,West,Mobile App,Premium,Clothing,3103.47,28,3111.79,385.98,155.22,0.173,0.03
10486,2021-09-18,West,Online,Regular,Electronics,8422.44,76,368.12,966.94,43.01,0.397,0.116
10487,2022-07-27,South,Mobile App,Premium,Automotive,7903.52,70,4738.07,213.55,138.11,0.121,0.1
10488,2020-05-31,North,Mobile App,Premium,Electronics,1565.82,83,1558.63,813.34,33.2,0.313,0.053
10489,2022-01-28,Central,Mobile App,Basic,Home,5329.29,40,310.57,516.18,147.2,0.467,0.021
10490,2022-02-25,North,In-Store,Basic,Sports,5615.54,83,584.45,590.1,96.5,0.206,0.003
10491,2022-03-24,East,Phone,Regular,Food,3325.9,59,1294.59,945.17,20.82,0.204,0.042
10492,2022-04-15,North,Phone,Regular,Electronics,3947.13,69,3406.63,522.28,117.34,0.132,0.103
10493,2020-09-05,North,Phone,Regular,Clothing,5899.72,43,4849.71,114.15,110.66,0.197,0.138
10494,2022-06-13,East,Phone,Basic,Clothing,8073.95,22,1440.13,471.12,95.3,0.38,0.097
10495,2021-03-10,North,Online,Regular,Garden,7834.92,72,4903.2,999.11,24.0,0.333,0.107
10496,2022-12-09,North,Phone,Basic,Automotive,1287.69,38,653.52,677.35,43.83,0.238,0.118
10497,2021-09-03,North,Mobile App,Regular,Electronics,7187.98,52,3980.63,487.9,47.91,0.234,0.072
10498,2021-03-03,South,Phone,Basic,Toys,8319.11,9,4705.99,863.56,136.37,0.499,0.115
10499,2021-07-12,Central,Online,Premium,Sports,1934.76,34,2162.83,901.6,131.32,0.396,0.08
10500,2022-01-04,Central,Phone,Premium,Toys,1159.21,23,2750.26,331.13,105.52,0.334,0.087
10501,2023-06-19,Central,Mobile App,Premium,Automotive,2935.59,52,2977.52,891.6,38.82,0.314,0.042
10502,2022-04-20,South,Mobile App,Premium,Food,1678.52,57,4562.78,93.39,112.2,0.36,0.126
10503,2022-07-18,Central,Online,Regular,Beauty,1177.15,23,4893.62,614.21,82.77,0.418,0.14
10504,2023-03-18,South,Phone,Regular,Sports,6542.82,95,3531.2,658.21,197.23,0.399,0.144
10505,2021-01-21,Central,In-Store,Basic,Sports,4817.56,40,3648.26,673.14,147.69,0.255,0.055
10506,2021-04-01,South,Online,Regular,Garden,9555.61,42,3111.98,645.17,55.49,0.249,0.118
10507,2022-05-09,South,Mobile App,Basic,Food,6279.81,55,3809.73,219.78,10.6,0.176,0.032
10508,2021-09-29,East,In-Store,Premium,Garden,4430.46,8,4782.1,625.9,146.11,0.211,0.083
10509,2023-03-05,Central,Online,Premium,Sports,2826.68,91,3713.46,814.22,124.17,0.357,0.082
10510,2021-06-28,East,In-Store,Basic,Garden,6907.96,80,1249.08,279.08,104.12,0.485,0.02
10511,2023-07-05,East,Mobile App,Regular,Home,5130.84,40,4821.47,451.31,129.31,0.441,0.105
10512,2021-01-12,Central,In-Store,Premium,Clothing,4717.99,22,534.17,571.77,17.91,0.498,0.02
10513,2021-03-17,South,Mobile App,Basic,Home,2118.76,44,3273.84,780.49,22.09,0.453,0.074
10514,2021-12-20,South,Mobile App,Premium,Electronics,7387.63,44,2945.22,252.02,27.36,0.274,0.055
10515,2021-09-02,Central,Mobile App,Premium,Electronics,4136.62,90,2406.5,573.16,8.0,0.244,0.045
10516,2022-04-22,Central,In-Store,Basic,Beauty,2343.05,5,3673.25,455.95,167.71,0.357,0.053
10517,2020-01-14,West,Online,Basic,Garden,2407.22,17,3724.57,81.12,145.89,0.414,0.006
10518,2021-01-28,South,Online,Regular,Garden,4392.85,63,1855.76,363.5,34.4,0.463,0.132
10519,2022-01-19,West,Mobile App,Basic,Beauty,6182.87,77,708.22,232.15,39.15,0.476,0.001
10520,2022-08-17,North,Online,Regular,Garden,4000.84,27,1572.54,27.09,198.09,0.218,0.117
10521,2022-11-11,East,In-Store,Premium,Clothing,1698.86,68,2317.31,13.94,62.11,0.195,0.094
10522,2023-05-18,North,Mobile App,Premium,Beauty,6435.56,59,4278.18,426.38,5.73,0.148,0.064
10523,2022-06-30,North,Phone,Premium,Automotive,7578.12,9,3756.33,271.22,59.52,0.45,0.022
10524,2023-05-21,West,Online,Basic,Food,6833.8,25,591.99,101.96,64.55,0.389,0.017
10525,2020-10-28,Central,In-Store,Regular,Sports,8421.21,25,412.22,394.98,40.4,0.425,0.136
10526,2021-01-15,North,Online,Premium,Sports,8419.25,38,4271.66,401.56,184.53,0.441,0.066
10527,2023-10-24,Central,Phone,Premium,Automotive,1993.93,14,2988.73,85.09,58.63,0.379,0.133
10528,2020-07-11,North,In-Store,Basic,Food,324.86,6,4398.52,779.29,163.36,0.196,0.021
10529,2021-07-25,West,Phone,Premium,Books,5059.99,98,470.26,72.98,11.42,0.136,0.147
10530,2022-03-03,North,Mobile App,Premium,Books,6289.97,73,3184.0,517.46,122.72,0.119,0.148
10531,2022-08-31,East,Online,Regular,Toys,1022.77,23,1046.21,66.39,38.47,0.13,0.041
10532,2021-08-28,North,Online,Regular,Garden,903.56,92,2090.79,445.27,82.46,0.342,0.089
10533,2021-05-04,North,Mobile App,Regular,Home,4045.9,67,665.96,526.22,11.82,0.298,0.125
10534,2022-12-10,South,Online,Basic,Home,7716.32,52,4995.36,391.59,47.81,0.308,0.033
10535,2020-07-04,Central,Phone,Premium,Automotive,5025.05,59,3167.08,690.14,192.27,0.139,0.145
10536,2021-05-19,Central,Online,Basic,Home,5056.21,97,906.34,12.48,148.47,0.319,0.133
10537,2020-03-15,South,Online,Premium,Books,3397.49,72,2207.16,48.67,134.95,0.241,0.03
10538,2023-02-01,East,Online,Regular,Electronics,2503.64,82,2053.55,749.64,102.03,0.287,0.148
10539,2022-04-14,Central,Phone,Basic,Books,2942.34,6,4484.73,938.15,86.2,0.388,0.017
10540,2021-10-15,East,Online,Regular,Clothing,4989.37,69,3556.07,764.83,158.59,0.33,0.127
10541,2022-07-11,East,In-Store,Premium,Clothing,3137.97,54,2247.48,780.31,25.6,0.25,0.082
10542,2020-01-25,North,Online,Premium,Toys,5282.08,18,385.06,256.36,127.68,0.484,0.0
10543,2020-01-13,East,In-Store,Premium,Food,3258.54,72,401.76,437.04,62.94,0.144,0.027
10544,2022-05-31,Central,Phone,Regular,Books,406.99,9,2710.22,620.19,54.85,0.378,0.002
10545,2023-06-06,North,Mobile App,Basic,Toys,4210.36,42,4340.8,975.57,91.46,0.288,0.034
10546,2021-11-13,Central,Phone,Regular,Toys,3826.92,63,4115.17,69.17,14.37,0.394,0.005
10547,2020-09-03,West,Mobile App,Regular,Sports,3058.9,37,1687.45,664.27,112.24,0.33,0.107
10548,2023-06-25,Central,In-Store,Basic,Sports,6258.87,20,1927.75,346.05,67.05,0.422,0.011
10549,2023-04-12,West,Mobile App,Premium,Garden,1207.12,74,1179.61,936.24,128.16,0.13,0.114
10550,2020-07-05,Central,Phone,Basic,Food,3615.89,67,1379.01,824.42,47.79,0.158,0.083
10551,2022-05-26,North,Phone,Basic,Electronics,376.65,45,2885.62,336.61,99.09,0.37,0.011
10552,2020-10-06,Central,In-Store,Regular,Automotive,5367.39,3,4601.69,865.61,174.92,0.363,0.026
10553,2021-03-03,South,Phone,Regular,Home,1180.19,74,3585.94,280.24,158.48,0.117,0.044
10554,2023-02-01,West,Mobile App,Regular,Clothing,6095.52,46,4416.21,109.03,19.9,0.462,0.041
10555,2022-03-11,West,Phone,Premium,Sports,4299.74,44,1391.71,268.34,45.16,0.136,0.038
10556,2022-09-16,East,In-Store,Basic,Books,2500.59,57,1433.23,29.68,148.33,0.43,0.142
10557,2023-01-13,North,Mobile App,Premium,Home,1297.27,60,228.62,135.0,47.85,0.313,0.102
10558,2020-08-10,South,Mobile App,Premium,Home,2379.28,78,627.68,973.8,87.64,0.189,0.043
10559,2023-05-27,Central,Online,Basic,Clothing,7112.25,10,785.72,675.0,155.68,0.232,0.002
10560,2021-04-18,West,Phone,Regular,Garden,9889.89,39,2350.81,533.06,109.92,0.198,0.032
10561,2023-09-26,East,Phone,Basic,Clothing,5830.2,91,588.76,101.65,88.25,0.1,0.046
10562,2022-09-03,East,Phone,Regular,Home,3444.23,4,1787.12,532.51,180.26,0.29,0.108
10563,2023-08-06,Central,Phone,Basic,Electronics,6922.0,98,4762.91,344.69,189.8,0.3,0.123
10564,2020-09-29,South,Phone,Premium,Automotive,2696.19,56,4066.09,495.36,148.03,0.421,0.07
10565,2023-09-19,Central,Online,Regular,Sports,374.33,97,2788.01,665.65,105.68,0.303,0.049
10566,2021-03-22,Central,Phone,Premium,Sports,8679.08,59,554.96,415.28,97.09,0.499,0.131
10567,2020-05-11,South,In-Store,Basic,Clothing,9301.12,72,2548.95,427.81,66.81,0.163,0.052
10568,2020-03-01,Central,Mobile App,Basic,Books,1597.45,48,1310.17,717.92,53.83,0.213,0.029
10569,2021-02-26,West,Phone,Basic,Electronics,3549.75,9,1262.91,414.86,111.76,0.174,0.089
10570,2021-09-11,Central,Mobile App,Basic,Garden,3977.9,82,544.17,553.46,149.39,0.411,0.113
10571,2022-08-05,West,Online,Premium,Clothing,8505.56,99,2868.3,903.17,135.65,0.44,0.076
10572,2023-12-31,South,In-Store,Regular,Home,5782.37,97,4229.42,836.38,111.6,0.346,0.054
10573,2022-11-01,West,Mobile App,Basic,Garden,5405.52,92,1562.17,595.11,162.61,0.415,0.011
10574,2022-11-14,Central,Mobile App,Regular,Sports,4282.94,41,2477.18,350.97,124.51,0.389,0.134
10575,2023-08-23,West,In-Store,Basic,Beauty,3972.57,28,4397.8,144.36,122.24,0.145,0.07
10576,2021-05-18,Central,Mobile App,Premium,Electronics,2934.56,56,2765.37,230.73,191.21,0.178,0.068
10577,2022-06-17,North,Mobile App,Regular,Beauty,5279.06,69,4848.41,796.63,18.86,0.349,0.096
10578,2020-03-28,East,Mobile App,Basic,Toys,4499.31,68,2039.22,58.34,96.09,0.278,0.034
10579,2021-12-05,Central,Phone,Basic,Food,608.59,96,4428.66,741.74,37.07,0.22,0.104
10580,2022-02-17,West,Phone,Regular,Sports,1197.4,38,3463.05,942.03,117.12,0.485,0.032
10581,2020-01-14,Central,In-Store,Premium,Clothing,649.59,71,4629.97,79.14,118.19,0.334,0.039
10582,2021-10-02,North,In-Store,Regular,Beauty,7148.24,20,3008.81,245.54,91.9,0.192,0.092
10583,2023-12-24,North,Online,Basic,Home,4634.02,8,2229.73,601.13,157.46,0.479,0.002
10584,2021-05-31,Central,Online,Regular,Electronics,1677.75,5,1646.34,355.03,102.07,0.164,0.037
10585,2022-09-29,North,In-Store,Basic,Toys,3780.5,40,2602.33,155.45,77.37,0.219,0.072
10586,2022-12-07,South,Mobile App,Premium,Electronics,4763.55,6,1615.41,444.55,84.92,0.5,0.008
10587,2021-09-25,North,Mobile App,Basic,Home,8088.38,19,432.56,402.04,8.74,0.368,0.03
10588,2022-06-25,South,Phone,Premium,Automotive,7441.26,77,3587.34,865.71,128.78,0.409,0.119
10589,2022-06-10,East,Online,Premium,Toys,7514.33,25,188.82,332.23,6.2,0.325,0.004
10590,2020-04-15,West,Online,Regular,Beauty,5391.15,32,1533.87,571.82,124.56,0.406,0.032
10591,2020-04-01,Central,Online,Regular,Home,7425.01,43,1880.8,970.07,87.34,0.325,0.073
10592,2022-02-07,Central,In-Store,Regular,Home,8606.57,13,4343.72,203.38,153.73,0.185,0.063
10593,2021-05-30,West,Online,Premium,Home,1756.77,35,687.1,419.59,89.74,0.23,0.126
10594,2023-12-13,South,Online,Regular,Home,1139.53,18,3444.84,354.68,170.22,0.126,0.059
10595,2022-01-08,West,Mobile App,Premium,Clothing,8106.84,73,1053.44,381.37,74.59,0.357,0.028
10596,2022-12-24,Central,Phone,Regular,Books,2563.79,43,3973.79,699.84,173.32,0.413,0.11
10597,2023-07-21,Central,In-Store,Premium,Books,6963.11,7,2216.01,207.98,30.61,0.222,0.139
10598,2021-02-01,Central,Mobile App,Regular,Clothing,2137.75,24,3400.19,393.66,55.42,0.4,0.054
10599,2021-05-04,West,Mobile App,Regular,Home,2868.58,55,3243.53,73.61,169.58,0.419,0.106
10600,2022-04-06,Central,Online,Regular,Toys,7407.38,71,4945.09,668.58,66.97,0.431,0.122
10601,2020-12-10,West,Online,Premium,Automotive,6136.03,98,375.68,243.37,199.12,0.447,0.107
10602,2020-04-01,East,Mobile App,Basic,Automotive,5298.47,84,3972.5,324.9,30.82,0.348,0.029
10603,2022-09-10,West,Online,Basic,Beauty,1051.16,39,1973.17,411.23,58.1,0.301,0.124
10604,2022-07-04,Central,Online,Premium,Toys,2863.27,55,4058.84,27.07,13.3,0.456,0.035
10605,2021-10-13,South,In-Store,Regular,Garden,8239.18,34,4078.76,649.79,32.08,0.128,0.013
10606,2023-04-09,Central,In-Store,Premium,Beauty,2028.92,1,1588.93,675.38,109.43,0.174,0.003
10607,2020-08-10,North,Online,Premium,Books,9727.06,27,1845.79,957.77,164.66,0.28,0.149
10608,2020-10-10,Central,Mobile App,Regular,Clothing,761.23,65,4556.98,144.85,135.81,0.387,0.093
10609,2023-10-06,East,Mobile App,Premium,Sports,8080.36,97,674.9,651.85,32.1,0.424,0.102
10610,2020-06-23,West,Phone,Basic,Beauty,9926.97,66,3654.78,403.0,90.76,0.374,0.028
10611,2023-08-03,South,In-Store,Basic,Food,8585.08,96,4685.9,730.02,80.25,0.113,0.028
10612,2022-05-26,West,Phone,Regular,Home,6877.26,85,74.81,841.2,93.64,0.191,0.082
10613,2022-07-17,Central,Online,Basic,Toys,7912.18,9,235.48,15.04,164.94,0.459,0.143
10614,2023-04-25,Central,In-Store,Premium,Garden,1645.91,64,430.07,325.34,112.02,0.104,0.136
10615,2020-09-17,Central,Phone,Basic,Food,8759.86,100,4943.67,125.97,172.54,0.493,0.095
10616,2020-02-13,Central,Phone,Regular,Garden,7125.18,52,3665.63,757.81,5.45,0.416,0.119
10617,2020-01-26,North,Mobile App,Basic,Beauty,9929.73,1,3678.78,98.03,119.38,0.281,0.079
10618,2022-05-12,West,Mobile App,Basic,Automotive,5884.72,59,4103.64,318.58,124.69,0.466,0.03
10619,2021-06-27,East,Phone,Basic,Automotive,470.05,95,2513.03,40.27,110.38,0.303,0.033
10620,2023-04-21,North,Online,Basic,Toys,5319.5,58,3442.65,360.58,77.23,0.197,0.108
10621,2022-05-13,South,Online,Basic,Books,7162.41,2,3390.99,366.42,162.24,0.195,0.046
10622,2022-11-18,West,In-Store,Premium,Clothing,5153.51,58,241.31,631.22,74.47,0.187,0.053
10623,2021-11-08,Central,Mobile App,Regular,Electronics,1208.92,90,4499.6,800.2,35.16,0.305,0.017
10624,2021-07-12,South,Mobile App,Regular,Books,1813.08,56,1967.87,560.49,136.52,0.49,0.02
10625,2020-08-26,South,Mobile App,Premium,Automotive,1123.43,41,3644.53,681.03,156.03,0.488,0.078
10626,2023-05-16,West,Phone,Basic,Beauty,8064.11,75,1458.3,679.22,42.59,0.123,0.056
10627,2021-01-22,East,Phone,Regular,Sports,5963.94,65,2908.81,16.21,150.5,0.448,0.027
10628,2020-06-01,South,Mobile App,Basic,Beauty,7879.18,8,3568.64,408.64,157.27,0.173,0.078
10629,2020-06-19,Central,In-Store,Regular,Home,6761.26,95,311.52,122.64,41.96,0.432,0.065
10630,2023-01-25,East,Mobile App,Basic,Garden,8473.08,97,1409.9,379.01,96.13,0.386,0.144
10631,2022-12-31,South,Mobile App,Regular,Electronics,8473.91,79,4891.58,508.35,70.03,0.23,0.096
10632,2021-01-02,South,In-Store,Premium,Electronics,4180.76,89,1344.04,306.3,51.46,0.221,0.107
10633,2022-04-15,East,Phone,Regular,Automotive,3175.62,4,4195.51,95.65,157.17,0.423,0.118
10634,2021-03-10,East,Phone,Regular,Garden,7884.3,83,4201.48,831.86,72.31,0.341,0.083
10635,2023-03-30,East,Phone,Premium,Books,162.54,51,3130.97,646.95,131.57,0.231,0.049
10636,2021-04-13,West,Online,Regular,Food,5166.71,37,1445.37,547.66,24.12,0.41,0.04
10637,2022-05-22,West,Phone,Regular,Automotive,4416.98,52,1962.67,919.79,95.77,0.234,0.14
10638,2022-07-04,North,Online,Premium,Beauty,9928.06,59,2989.96,976.43,197.55,0.25,0.137
10639,2022-10-10,East,Phone,Basic,Books,6536.45,22,3496.43,43.66,22.9,0.402,0.053
10640,2021-12-16,East,Online,Premium,Automotive,8333.13,76,1878.0,810.57,63.83,0.236,0.109
10641,2022-06-09,North,In-Store,Regular,Electronics,577.54,72,1659.97,981.9,9.58,0.384,0.004
10642,2020-03-26,Central,Online,Basic,Beauty,4449.32,7,514.98,649.41,86.06,0.157,0.118
10643,2020-12-07,West,Online,Basic,Home,2420.08,46,3936.27,463.58,45.24,0.479,0.102
10644,2021-08-03,South,Phone,Premium,Electronics,9314.56,50,2848.45,549.5,101.26,0.306,0.06
10645,2020-10-24,West,In-Store,Premium,Home,8502.57,54,1098.51,795.91,143.29,0.381,0.023
10646,2022-02-22,Central,Phone,Premium,Clothing,9474.1,5,1095.97,821.07,140.01,0.237,0.037
10647,2021-10-19,North,Mobile App,Basic,Electronics,4060.88,88,4499.64,829.04,7.62,0.323,0.015
10648,2021-12-19,North,Mobile App,Basic,Garden,8380.29,41,2458.86,885.68,136.6,0.366,0.118
10649,2022-11-23,West,Mobile App,Regular,Beauty,544.48,75,2601.77,714.69,156.7,0.32,0.049
10650,2020-12-06,West,In-Store,Regular,Garden,6525.15,55,4927.65,626.43,102.14,0.244,0.099
10651,2023-09-11,Central,Online,Premium,Beauty,7300.53,42,2820.45,312.65,27.22,0.434,0.09
10652,2020-04-07,West,In-Store,Premium,Toys,8106.35,60,1032.34,814.77,192.55,0.155,0.082
10653,2022-06-03,Central,In-Store,Regular,Electronics,8440.2,65,3595.31,58.66,42.25,0.166,0.081
10654,2021-08-01,Central,Mobile App,Regular,Books,7959.35,52,3027.25,560.85,5.27,0.479,0.137
10655,2021-10-16,East,Mobile App,Premium,Food,8323.12,5,2798.91,961.63,114.55,0.495,0.062
10656,2020-04-05,West,Phone,Premium,Garden,6235.06,13,4292.28,824.68,97.8,0.484,0.019
10657,2023-10-20,South,Phone,Regular,Toys,3129.43,42,3816.27,600.51,41.87,0.412,0.061
10658,2020-04-30,Central,Mobile App,Basic,Electronics,6073.37,92,1516.47,653.77,5.59,0.459,0.001
10659,2023-02-13,South,In-Store,Regular,Automotive,5935.96,95,4075.58,860.99,76.51,0.134,0.082
10660,2023-04-24,Central,Phone,Basic,Sports,8457.45,99,2244.83,584.89,57.92,0.326,0.14
10661,2023-12-21,West,Phone,Basic,Beauty,8638.49,19,2340.91,760.28,68.48,0.379,0.042
10662,2022-10-21,East,Phone,Basic,Garden,7335.86,87,414.58,528.16,50.59,0.479,0.047
10663,2023-08-07,North,In-Store,Basic,Beauty,2319.41,40,910.4,871.09,46.81,0.449,0.139
10664,2021-05-27,South,Online,Basic,Sports,9556.71,40,312.88,801.29,90.16,0.163,0.094
10665,2021-11-16,West,Phone,Premium,Automotive,9927.37,20,1626.7,621.71,185.22,0.365,0.079
10666,2020-02-16,Central,Mobile App,Regular,Clothing,5412.11,48,2056.75,410.55,53.78,0.124,0.019
10667,2023-02-22,North,Mobile App,Regular,Home,3104.84,27,4958.34,772.63,164.18,0.28,0.063
10668,2022-11-17,East,In-Store,Premium,Toys,8747.51,9,4200.03,762.93,144.47,0.151,0.097
10669,2022-12-22,West,Online,Basic,Garden,522.28,74,2832.25,187.35,108.05,0.16,0.077
10670,2023-09-13,North,Mobile App,Regular,Automotive,1790.57,44,817.86,441.96,81.17,0.217,0.051
10671,2023-04-22,West,Mobile App,Regular,Home,4220.51,36,1778.78,684.83,76.11,0.334,0.024
10672,2021-07-14,East,In-Store,Regular,Electronics,7905.47,93,609.54,961.9,66.11,0.154,0.147
10673,2021-08-21,East,Phone,Basic,Toys,9196.72,72,2023.76,874.13,32.5,0.447,0.04
10674,2021-11-20,East,Online,Regular,Garden,6922.04,53,3952.62,388.23,118.49,0.137,0.128
10675,2020-04-22,East,Mobile App,Basic,Books,9443.93,46,3267.72,260.84,26.79,0.448,0.093
10676,2021-12-13,East,Mobile App,Regular,Home,5152.31,23,4247.33,985.15,58.43,0.156,0.052
10677,2021-12-22,Central,Mobile App,Premium,Beauty,1735.55,68,4166.51,97.02,155.43,0.364,0.05
10678,2020-10-23,West,Online,Premium,Electronics,7656.04,90,4344.03,320.01,27.45,0.382,0.053
10679,2023-04-15,North,In-Store,Regular,Toys,6359.55,37,1699.76,801.08,21.47,0.223,0.092
10680,2022-12-13,South,Phone,Basic,Sports,4226.83,47,4111.02,723.31,125.21,0.328,0.061
10681,2023-10-12,South,In-Store,Premium,Food,2741.46,47,3071.51,100.21,10.17,0.138,0.064
10682,2021-02-02,South,Phone,Premium,Garden,624.02,2,2819.4,353.27,175.21,0.163,0.049
10683,2020-02-29,West,In-Store,Regular,Beauty,1499.9,42,865.88,308.2,152.32,0.151,0.117
10684,2021-09-07,West,Phone,Regular,Garden,6751.53,50,1504.06,705.91,131.08,0.445,0.017
10685,2021-01-03,East,Mobile App,Premium,Sports,4635.67,4,1717.29,150.84,136.87,0.176,0.11
10686,2023-02-05,South,Online,Basic,Clothing,641.9,2,3317.24,841.23,42.92,0.406,0.033
10687,2022-02-09,West,In-Store,Premium,Books,2802.41,96,3737.55,977.64,164.82,0.153,0.093
10688,2022-07-23,North,Online,Premium,Beauty,5062.31,41,541.81,669.8,173.5,0.13,0.136
10689,2023-07-18,East,Mobile App,Premium,Clothing,1220.16,89,2646.02,823.77,63.58,0.496,0.129
10690,2023-06-11,East,Phone,Basic,Books,8610.72,18,676.57,662.26,70.96,0.295,0.065
10691,2022-02-28,South,In-Store,Regular,Books,8932.86,66,4423.9,729.22,193.58,0.43,0.117
10692,2020-07-25,North,In-Store,Premium,Home,5634.77,61,4924.9,705.48,82.62,0.249,0.056
10693,2020-09-13,East,Mobile App,Premium,Beauty,8353.21,2,3779.31,859.35,111.73,0.18,0.014
10694,2023-04-25,East,Online,Premium,Sports,9434.5,81,2876.57,38.31,61.71,0.255,0.007
10695,2021-03-04,Central,Phone,Regular,Garden,1076.1,36,2354.8,286.56,170.86,0.118,0.085
10696,2022-11-20,North,Mobile App,Premium,Sports,8788.77,53,4652.26,785.18,73.12,0.378,0.069
10697,2020-07-08,North,Phone,Premium,Beauty,9722.87,25,481.72,90.82,113.32,0.43,0.087
10698,2021-07-06,North,In-Store,Premium,Clothing,2468.71,20,617.33,106.75,148.91,0.45,0.024
10699,2022-12-14,West,Phone,Regular,Food,4338.42,51,509.26,738.67,55.62,0.478,0.093
10700,2021-01-17,South,In-Store,Regular,Books,5257.25,46,4320.52,398.03,165.55,0.487,0.027
10701,2021-03-02,Central,Phone,Basic,Beauty,618.01,7,592.76,488.32,46.02,0.454,0.084
10702,2020-08-29,Central,Phone,Premium,Books,3128.15,69,4474.19,558.39,188.54,0.239,0.086
10703,2022-09-02,Central,Mobile App,Premium,Beauty,6857.68,42,2196.67,645.82,145.05,0.107,0.089
10704,2021-07-10,West,In-Store,Premium,Books,6880.25,79,3128.15,272.67,197.2,0.322,0.01
10705,2020-12-17,Central,Phone,Regular,Garden,2687.13,36,1554.71,931.88,140.3,0.239,0.067
10706,2021-03-02,East,Online,Basic,Garden,7029.75,18,1903.17,94.75,145.85,0.163,0.135
10707,2020-03-13,East,Phone,Premium,Toys,1181.83,48,3111.07,271.64,112.23,0.13,0.128
10708,2021-08-01,Central,Online,Basic,Toys,4226.43,80,1325.47,194.5,9.51,0.17,0.119
10709,2023-10-02,North,Mobile App,Basic,Books,8575.03,32,2268.79,726.43,107.96,0.46,0.066
10710,2021-12-11,North,Online,Premium,Clothing,4110.73,81,120.12,985.17,5.59,0.203,0.004
10711,2020-09-07,West,Online,Premium,Electronics,483.33,98,4075.74,842.48,92.95,0.175,0.006
10712,2022-02-02,South,Mobile App,Premium,Beauty,1127.91,14,3780.88,222.55,31.26,0.317,0.087
10713,2022-09-23,East,Online,Premium,Sports,1728.91,57,1862.52,31.66,128.24,0.462,0.074
10714,2022-02-05,West,Phone,Premium,Beauty,2378.95,86,4424.45,237.02,124.81,0.36,0.098
10715,2023-03-04,Central,In-Store,Premium,Garden,6726.58,26,1827.25,443.62,7.26,0.29,0.064
10716,2022-01-16,West,Mobile App,Premium,Electronics,5675.14,31,3199.09,453.45,18.03,0.235,0.045
10717,2023-04-29,Central,Mobile App,Premium,Clothing,3966.1,82,4427.7,590.8,170.44,0.386,0.019
10718,2022-01-25,South,Online,Basic,Books,5877.02,58,4365.11,471.52,69.37,0.151,0.086
10719,2022-06-26,Central,In-Store,Regular,Home,7946.57,45,1864.21,914.81,169.24,0.266,0.067
10720,2023-01-26,North,In-Store,Regular,Beauty,8038.55,80,2252.09,624.79,80.99,0.471,0.139
10721,2021-12-15,Central,Mobile App,Regular,Automotive,3860.82,60,4271.84,809.88,95.26,0.343,0.001
10722,2020-09-20,North,In-Store,Premium,Toys,4465.58,32,3725.83,753.59,194.18,0.166,0.012
10723,2023-02-25,East,Online,Regular,Home,9237.14,52,3222.89,911.09,100.78,0.423,0.07
10724,2020-11-06,East,In-Store,Regular,Electronics,4011.78,94,2495.5,947.25,181.49,0.265,0.075
10725,2022-10-28,East,In-Store,Regular,Sports,9089.7,28,2013.59,954.29,166.51,0.291,0.016
10726,2021-04-27,West,Phone,Premium,Home,1976.71,39,2434.46,38.12,105.93,0.413,0.03
10727,2023-05-12,South,Online,Regular,Garden,1644.17,13,3658.03,762.68,125.76,0.228,0.147
10728,2020-06-27,South,Phone,Regular,Clothing,3557.95,19,2298.49,940.91,54.83,0.24,0.078
10729,2022-03-10,West,Mobile App,Regular,Toys,7775.57,12,1175.15,365.94,118.84,0.259,0.037
10730,2022-11-15,West,Phone,Basic,Sports,6048.16,18,441.37,572.45,149.13,0.33,0.111
10731,2022-09-12,East,In-Store,Premium,Food,6937.35,87,975.06,773.18,24.3,0.253,0.036
10732,2022-05-04,South,Mobile App,Basic,Garden,8723.81,84,2675.84,708.63,199.67,0.436,0.106
10733,2020-04-05,South,Online,Regular,Clothing,1312.33,59,422.68,193.4,139.35,0.222,0.118
10734,2022-04-06,West,In-Store,Premium,Automotive,2959.19,55,4241.02,156.8,191.7,0.259,0.056
10735,2020-05-19,West,In-Store,Premium,Books,3125.83,66,3117.13,584.29,127.42,0.199,0.019
10736,2021-05-20,West,Phone,Premium,Sports,2621.67,60,881.66,330.14,199.92,0.145,0.0
